"ID","Region","File_Path","biomass|b","abundance","spawning biomass|sb","spawning stock biomass|ssb","mature biomass","spawners","effective spawning output","unfished","virgin","initial equilibrium","unfished equilibrium","recruitment","recruits","recruit","age 0 fish","age 1 fish","catch","harvest","total removals","catch per unit effort|cpue","catch rate","index of abundance","catch per effort","fishing success","landings","retained catch","spawner per recruit|spr","spawning potential ratio","maximum sustainable yield|msy","instantaneous total mortality rate|z","fishing mortality|f","instantaneous fishing mortality rate","harvest rate","exploitation rate","finite fishing mortality","apical f","fishing mortality at maximum sustainable yield|fmsy","mass","length composition","length frequency","length observation","size frequency","size composition","age composition","age frequency","age observation","projection","sex","gender","plus group"
"22","Australia-Other","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/Australia-Other/sz-rock-lobster-2019-20-assessment.pdf",89,19,0,0,0,5,0,16,0,0,1,40,5,1,0,0,267,17,0,92,50,2,0,0,2,0,0,0,1,9,664,2,0,15,0,0,0,1,0,9,0,2,0,0,0,0,0,31,0,1
"23","Australia-Other","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/Australia-Other/Torres Strait Spanish mackerel stock assessment with data to June 2021.pdf",200,16,32,2,0,1,0,15,6,0,0,50,1,0,0,0,226,122,0,0,63,0,0,0,3,5,0,0,14,10,879,0,3,0,0,0,3,0,0,0,0,0,0,7,1,0,0,5,0,0
"24","Australia-Queensland","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/Australia-Queensland/Barramundi Stock Assessment 2019 Final.pdf",273,21,0,0,0,0,0,1,39,0,0,39,2,0,0,0,226,167,0,0,42,1,0,0,6,1,0,0,30,2,1210,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,4,5,2,0
"25","Australia-Queensland","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/Australia-Queensland/Black teatfish stock assessment 2021.pdf",138,6,5,0,0,1,0,9,3,0,0,33,1,0,0,0,46,25,0,0,5,1,0,0,0,0,0,0,0,1,375,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"26","Australia-Queensland","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/Australia-Queensland/blue swimmer crab stock assessment report 2020.pdf",308,31,5,0,0,0,0,12,9,0,0,32,1,1,0,0,75,106,0,0,19,7,0,0,0,2,0,0,9,0,463,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,6,6,0,0
"27","Australia-Queensland","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/Australia-Queensland/BWF_StockAssessmentReport_2019_FINAL.pdf",193,19,29,0,0,2,0,30,8,0,0,67,4,1,0,0,116,99,0,7,13,0,0,0,0,0,0,0,44,1,1549,0,3,0,0,0,0,1,0,138,0,9,0,0,49,0,4,19,1,0
"28","Australia-Queensland","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/Australia-Queensland/Common coral trout stock assessment 2020.pdf",63,17,11,1,0,0,0,14,3,0,0,12,1,1,0,0,48,88,0,0,12,1,0,0,0,3,1,0,2,0,508,0,0,0,0,0,0,3,4,1,0,0,1,2,0,0,5,7,0,0
"29","Australia-Queensland","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/Australia-Queensland/Eastern king prawn stock assessment report 2020.pdf",82,32,28,0,0,0,0,6,5,0,0,42,2,11,0,0,131,49,0,4,38,1,0,0,0,0,0,0,39,4,432,0,6,0,0,0,0,0,0,39,0,0,3,0,0,0,0,5,0,0
"30","Australia-Queensland","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/Australia-Queensland/Grey_mackerel_stock_assessment_report_2019_final.pdf",102,3,1,0,0,0,0,21,5,0,0,39,0,0,0,0,72,139,0,0,21,0,0,0,0,0,0,0,28,0,528,0,12,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0
"31","Australia-Queensland","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/Australia-Queensland/King threadfin stock assessment 2020.pdf",132,30,40,0,0,0,0,33,1,0,0,35,15,1,0,0,148,138,0,7,59,0,0,0,5,1,5,0,12,3,1066,1,0,0,0,0,0,0,4,0,0,0,0,9,0,0,1,5,0,1
"32","Australia-Queensland","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/Australia-Queensland/Mudcrab Catch-MSY Final.pdf",256,6,0,0,0,0,0,8,0,0,0,2,0,0,0,0,57,52,0,0,0,2,0,0,0,0,0,0,31,1,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"33","Australia-Queensland","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/Australia-Queensland/Mullet_stock_assessment_report_2018.pdf",108,4,5,0,0,0,0,3,19,0,0,27,0,0,0,0,133,72,0,1,26,0,0,0,16,0,0,0,20,0,439,0,9,0,0,0,1,0,6,0,0,0,0,6,0,0,0,17,5,0
"34","Australia-Queensland","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/Australia-Queensland/redthroat emperor stock assessment report 2020.pdf",72,12,9,3,0,0,0,13,4,0,0,25,2,0,0,0,59,82,0,3,14,1,0,0,0,3,1,0,2,0,618,0,0,0,0,0,0,0,3,0,0,0,1,3,0,0,3,14,0,0
"35","Australia-Queensland","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/Australia-Queensland/Saddletail snapper stock assessment report 2021.pdf",142,13,29,1,0,0,0,18,4,0,0,19,2,0,0,0,111,123,0,2,36,0,0,0,20,4,0,0,0,2,694,0,0,0,0,0,0,1,2,3,0,0,0,3,2,0,2,30,0,0
"36","Australia-Queensland","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/Australia-Queensland/SnapperStockAssessment2018V3.pdf",99,40,17,0,0,0,0,9,23,0,0,19,0,1,0,0,374,142,0,2,73,10,0,0,3,0,0,0,21,11,1101,0,2,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0
"37","Australia-Queensland","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/Australia-Queensland/Spanish mackerel EC stock assessment report 2021.pdf",167,24,63,2,0,0,0,37,34,0,0,50,11,0,0,0,191,100,0,0,42,1,0,0,3,1,0,0,6,4,904,0,4,0,0,0,1,0,2,0,0,0,0,1,1,0,11,6,0,0
"38","Australia-Queensland","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/Australia-Queensland/Spanish mackerel GOC stock assessment report 2019.pdf",65,5,16,8,0,0,0,17,14,0,0,31,0,1,0,0,79,102,0,0,24,0,0,0,0,0,0,0,8,1,461,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0
"39","Australia-Queensland","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/Australia-Queensland/Stock assessment of Queensland east coast crimson snapper.pdf",132,23,74,5,0,0,0,23,4,0,1,19,2,0,0,0,97,150,0,0,22,6,0,0,0,5,0,0,5,0,769,0,0,0,0,0,0,1,3,2,0,0,0,4,0,0,0,9,0,0
"40","Australia-Queensland","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/Australia-Queensland/Stock assessment of Queensland red emperor 2022.pdf",179,22,96,8,0,0,0,36,4,0,0,21,2,0,0,0,196,169,0,0,35,4,0,0,0,34,0,0,22,0,1474,0,0,0,0,0,0,1,3,1,0,1,0,4,0,0,0,11,0,0
"41","Australia-Queensland","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/Australia-Queensland/Stock assessment of the Queensland ballots saucer scallop_2022ed..pdf",91,15,35,1,0,0,0,16,11,0,0,30,2,0,0,0,160,73,0,11,46,2,0,0,1,0,0,0,5,3,552,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"42","Australia-Queensland","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/Australia-Queensland/stout whiting stock assessment report 2021.pdf",97,10,20,3,0,0,0,28,2,0,0,4,3,0,0,0,126,79,0,0,36,0,0,0,1,0,0,0,14,0,375,0,0,0,0,0,0,0,6,3,0,0,0,2,3,0,4,1,0,0
"43","Australia-Queensland","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/Australia-Queensland/Tailor stock assessment report 2020.pdf",142,13,61,0,0,1,0,4,25,0,0,100,0,1,0,0,88,138,0,0,22,0,0,0,0,4,0,0,26,7,598,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,3,0,0
"44","Australia-Queensland","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/Australia-Queensland/Tiger prawn stock assessment report 2020.pdf",126,11,4,1,0,2,0,8,4,0,0,60,3,3,0,0,113,59,0,0,33,0,0,0,1,0,0,0,39,8,355,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"45","Australia-Queensland","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/Australia-Queensland/White teatfish stock assessment 2021.pdf",78,7,15,0,0,1,0,13,4,0,0,37,3,1,0,0,73,32,0,0,17,0,0,0,0,0,0,0,2,0,319,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sum",NA,NA,6539,1009,1356,233,7,25,0,499,286,5,8,2334,114,82,0,3,6009,2665,0,1560,973,83,0,0,155,109,156,50,838,158,32119,5,87,53,0,0,54,77,299,359,0,18,17,172,67,3,67,349,53,22
