"ID","Region","File_Path","catch","total mortality","harvest","total removals","catch per unit effort|cpue","catch rate","index of abundance","catch per effort|fishing success","landings","retained catch","projection","forecast","prediction","sex","gender","spawning biomass|sb","spawning stock biomass|ssb","spawning output","spawning stock output|sso|mature biomass|spawners|effective spawning output","mass","weight"
"13","Australia-Other","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/Australia-Other/2021-sardine-fishery-stock-assessment.pdf",1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,1,1
"14","Australia-Other","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/Australia-Other/2021 assessment of the status of the West Coast Demersal Scalefis.pdf",1,1,1,0,1,1,1,0,1,1,1,0,0,1,0,1,1,0,1,0,1
"15","Australia-Other","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/Australia-Other/FINAL_RL-Stock-Assessment-Report-201718-final-150319-for-email.pdf",1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1
"16","Australia-Other","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/Australia-Other/Fisheries Research Report 319_ Resource Assessment Report for Aus.pdf",1,1,1,0,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,1,1
"17","Australia-Other","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/Australia-Other/Harvestable_biomass_of_Katelysia_spp._in_the_South_Australian_Vongole_Fishery.pdf",1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
"18","Australia-Other","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/Australia-Other/nz-rock-lobster-2019-20-assessment.pdf",1,1,1,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1
"19","Australia-Other","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/Australia-Other/RL_Stock_Assessment_2017-19_Final_June_2019.pdf",1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,1,0,1,1,1
"20","Australia-Other","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/Australia-Other/rr2016-0822_torres_strait_rock_lobster_final_report_2019_on_fishery_surveys_cpue_stock_assessment_and_harvest_control_rule_development.pdf",1,0,1,0,1,1,1,0,0,0,1,1,1,1,0,1,1,0,1,1,1
"21","Australia-Other","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/Australia-Other/Snapper_Chrysophrys_auratus_Fishery_Assessment.pdf",1,0,1,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1
"22","Australia-Other","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/Australia-Other/sz-rock-lobster-2019-20-assessment.pdf",1,1,1,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1
"23","Australia-Other","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/Australia-Other/Torres Strait Spanish mackerel stock assessment with data to June 2021.pdf",1,1,1,0,0,1,0,0,1,1,0,1,1,1,0,1,1,0,1,0,1
"24","Australia-Queensland","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/Australia-Queensland/Barramundi Stock Assessment 2019 Final.pdf",1,0,1,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,1,0,1
"25","Australia-Queensland","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/Australia-Queensland/Black teatfish stock assessment 2021.pdf",1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1
"26","Australia-Queensland","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/Australia-Queensland/blue swimmer crab stock assessment report 2020.pdf",1,0,1,0,0,1,1,0,0,1,1,1,0,1,0,1,0,0,1,0,1
"27","Australia-Queensland","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/Australia-Queensland/BWF_StockAssessmentReport_2019_FINAL.pdf",1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1
"28","Australia-Queensland","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/Australia-Queensland/Common coral trout stock assessment 2020.pdf",1,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1
"29","Australia-Queensland","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/Australia-Queensland/Eastern king prawn stock assessment report 2020.pdf",1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1
"30","Australia-Queensland","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/Australia-Queensland/Grey_mackerel_stock_assessment_report_2019_final.pdf",1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1
"31","Australia-Queensland","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/Australia-Queensland/King threadfin stock assessment 2020.pdf",1,0,1,0,1,1,0,0,1,1,1,1,0,1,0,1,0,1,1,0,1
"32","Australia-Queensland","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/Australia-Queensland/Mudcrab Catch-MSY Final.pdf",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"33","Australia-Queensland","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/Australia-Queensland/Mullet_stock_assessment_report_2018.pdf",1,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1
"34","Australia-Queensland","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/Australia-Queensland/redthroat emperor stock assessment report 2020.pdf",1,1,1,0,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,0,1
"35","Australia-Queensland","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/Australia-Queensland/Saddletail snapper stock assessment report 2021.pdf",1,0,1,0,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1
"36","Australia-Queensland","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/Australia-Queensland/SnapperStockAssessment2018V3.pdf",1,0,1,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1
"37","Australia-Queensland","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/Australia-Queensland/Spanish mackerel EC stock assessment report 2021.pdf",1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1
"38","Australia-Queensland","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/Australia-Queensland/Spanish mackerel GOC stock assessment report 2019.pdf",1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1
"39","Australia-Queensland","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/Australia-Queensland/Stock assessment of Queensland east coast crimson snapper.pdf",1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1,1
"40","Australia-Queensland","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/Australia-Queensland/Stock assessment of Queensland red emperor 2022.pdf",1,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1,1
"41","Australia-Queensland","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/Australia-Queensland/Stock assessment of the Queensland ballots saucer scallop_2022ed..pdf",1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1
"42","Australia-Queensland","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/Australia-Queensland/stout whiting stock assessment report 2021.pdf",1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,0,1
"43","Australia-Queensland","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/Australia-Queensland/Tailor stock assessment report 2020.pdf",1,0,1,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1
"44","Australia-Queensland","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/Australia-Queensland/Tiger prawn stock assessment report 2020.pdf",1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1
"45","Australia-Queensland","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/Australia-Queensland/White teatfish stock assessment 2021.pdf",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
"46","ICES","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/ICES/01_WGNSSK_Report_2019.pdf",1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,1
"47","ICES","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/ICES/ices2023_WKBCOD_report_2023.pdf",1,1,1,0,1,1,0,0,1,0,1,1,1,0,0,1,1,0,1,1,1
"48","ICES","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/ICES/WKBALTCOD2_2019.pdf",1,0,1,0,1,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1
"49","ICES","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/ICES/WKBBALTPEL_2023_final_report.pdf",1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1
"50","ICES","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/ICES/wkdem_2020.pdf",1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,1,1,1
"51","ICES","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/ICES/WKFlatNSCS_2020.pdf",1,0,1,0,1,1,1,0,1,0,0,1,1,1,0,1,1,0,1,1,1
"52","ICES","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/ICES/WKMSYSPiCT_2021.pdf",1,1,1,0,1,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,1
"53","ICES","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/ICES/WKSPRAT_2018_Report.pdf",1,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1
"54","NOAA-AFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-AFSC/BSAIatf.pdf",1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
"55","NOAA-AFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-AFSC/BSAIatka.pdf",1,1,1,1,1,0,0,0,1,1,1,0,1,1,0,1,1,0,1,1,1
"56","NOAA-AFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-AFSC/BSAIocto.pdf",1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1
"57","NOAA-AFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-AFSC/BSAIoflat (8).pdf",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"58","NOAA-AFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-AFSC/BSAIorock (5).pdf",1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"59","NOAA-AFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-AFSC/BSAIpop.pdf",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
"60","NOAA-AFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-AFSC/BSAIrocksole.pdf",1,1,1,0,1,0,1,0,0,0,1,1,1,1,0,1,1,0,1,1,1
"61","NOAA-AFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-AFSC/BSAIrougheye (2).pdf",1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1
"62","NOAA-AFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-AFSC/BSAIskate.pdf",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"63","NOAA-AFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-AFSC/EBSpcod.pdf",1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1
"64","NOAA-AFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-AFSC/EBSPollock.pdf",1,1,1,1,1,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1
"65","NOAA-AFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-AFSC/GOAdeepflat.pdf",1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1
"66","NOAA-AFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-AFSC/GOAskate (9).pdf",1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"67","NOAA-AFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-AFSC/PIRKC.pdf",1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,1,1,1
"68","NOAA-AFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-AFSC/sablefish.pdf",1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1
"69","NOAA-AFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-AFSC/SAFE_snow.pdf",1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,1
"70","NOAA-NEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-NEFSC/2020_FLD_GMGB_RPT.pdf",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
"71","NOAA-NEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-NEFSC/2020_FLW_GM_RPT_Update_report_08_26_095440 (1).pdf",1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
"72","NOAA-NEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-NEFSC/2020_Herring_Unit_Report.pdf",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
"73","NOAA-NEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-NEFSC/2020_HKR_SNEMA_RPT.pdf",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
"74","NOAA-NEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-NEFSC/2020_HKS_GM_RPT.pdf",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
"75","NOAA-NEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-NEFSC/2020_scallop_unit_maindoc_rev.pdf",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
"76","NOAA-NEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-NEFSC/2021_COD_GB_REPORT_ver3.pdf",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
"77","NOAA-NEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-NEFSC/2021_scup_MTA_report.pdf",1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0
"78","NOAA-NEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-NEFSC/2021_summer_flounder_MTA_report.pdf",1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0
"79","NOAA-NEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-NEFSC/4d_SkateAssessmentUpdate_July_2020.pdf",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"80","NOAA-NEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-NEFSC/Bluefish_2021_Assesssment_Update_v4.pdf",1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0
"81","NOAA-NEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-NEFSC/crd0609a.pdf",1,1,1,0,1,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1
"82","NOAA-NEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-NEFSC/Georges_Bank_Winter_Flounder_Update_2020_09_18_111359.pdf",1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1
"83","NOAA-NEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-NEFSC/Golden_Tile_Assessment_MT2021_2.pdf",1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1
"84","NOAA-NEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-NEFSC/noaa_24818_DS1.pdf",1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1
"85","NOAA-NEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-NEFSC/TSR_EGB_Haddock_2021_meeting_draft.pdf",1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
"86","NOAA-NWFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-NWFSC/2011Dick3.pdf",1,1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1
"87","NOAA-NWFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-NWFSC/agenda-item-h-5-attachment-9-2.pdf",1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1
"88","NOAA-NWFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-NWFSC/Blue-Deacon_Assessment_2017_Final.pdf",1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1
"89","NOAA-NWFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-NWFSC/c-6-attachment-1-full-assessment-electronic-only-status-of-lingcod-ophiodon-elongatus-along-the-northern-u-s-west-coast-in-2021.pdf",1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1
"90","NOAA-NWFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-NWFSC/Cabezon-2019_FINAL.pdf",1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
"91","NOAA-NWFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-NWFSC/California Scorpionfish.pdf",1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1
"92","NOAA-NWFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-NWFSC/dover_sole_december_2021_final.pdf",1,1,1,1,0,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1
"93","NOAA-NWFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-NWFSC/g-5-attachment-3-draft-full-assessment-of-status-of-the-pacific-spiny-dogfish-shark-resource-off-the-continental-u-s-pacific-coast-in-2021-electronic-only.pdf",1,1,1,0,0,1,1,0,1,1,0,0,1,1,0,1,1,1,1,0,1
"94","NOAA-NWFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-NWFSC/Gopher_BlackandYellow_Assessment_2019-1.pdf",1,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1,0,1
"95","NOAA-NWFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-NWFSC/hake-assessment-post-srg-final_20210303.pdf",1,0,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1
"96","NOAA-NWFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-NWFSC/Longnose skate 2019_FINAL.pdf",1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,0,1,1,0,1
"97","NOAA-NWFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-NWFSC/PacificOceanPerch2017_Assessment_Final.pdf",1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,1,0,1,1,0,1
"98","NOAA-NWFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-NWFSC/sablefish_20191022.pdf",1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"99","NOAA-NWFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-NWFSC/WidowAssessment2015.pdf",1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1
"100","NOAA-NWFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-NWFSC/Yelloweye rockfish 2017.pdf",1,0,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,1,1,1
"101","NOAA-NWFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-NWFSC/Yellowtail rockfish 2017.pdf",1,0,1,1,1,0,1,0,1,1,1,1,0,1,0,1,0,1,1,0,1
"102","NOAA-PIFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-PIFSC/NMFS-PIFSC-60.pdf",1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1
"103","NOAA-PIFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-PIFSC/noaa_17252_DS1.pdf",1,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1
"104","NOAA-PIFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-PIFSC/noaa_20062_DS1.pdf",1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1
"105","NOAA-PIFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-PIFSC/noaa_21164_DS1.pdf",1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1
"106","NOAA-PIFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-PIFSC/SA-WP-06-[SP-alb-assessment] Rev 1.pdf",1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
"107","NOAA-PIFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-PIFSC/SC14-SA-WP-08 Silky shark stock assessment (1).pdf",1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
"108","NOAA-PIFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-PIFSC/SC15-SA-WP-05 SKJ-Assessment REV2 (1).pdf",1,1,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,1
"109","NOAA-PIFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-PIFSC/SC15-SA-WP-06 Oceanic whitetip shark_assessment.pdf",1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1
"110","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/05.-Traditional-Interim-assessment-report-RS-002-1.pdf",1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"111","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/08b.-SEDAR61_2021IA_Final.pdf",1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
"112","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/2019_WHM_SA_ENG.pdf",1,0,1,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1
"113","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/2020_ALB_ENG.pdf",1,0,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1
"114","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/2021_WBFT_SA_ENG.pdf",1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0
