"ID","Region","File_Path","biomass|b","abundance","spawning biomass|sb","spawning stock biomass|ssb","mature biomass","spawners","effective spawning output","unfished","virgin","initial equilibrium","unfished equilibrium","recruitment","recruits","recruit","age 0 fish","age 1 fish","catch","harvest","total removals","catch per unit effort|cpue","catch rate","index of abundance","catch per effort","fishing success","landings","retained catch","spawner per recruit|spr","spawning potential ratio","maximum sustainable yield|msy","instantaneous total mortality rate|z","fishing mortality|f","instantaneous fishing mortality rate","harvest rate","exploitation rate","finite fishing mortality","apical f","fishing mortality at maximum sustainable yield|fmsy","mass","length composition","length frequency","length observation","size frequency","size composition","age composition","age frequency","age observation","projection","sex","gender","plus group"
"22","Australia-Other","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/Australia-Other/sz-rock-lobster-2019-20-assessment.pdf",89,19,0,0,0,5,0,16,0,0,1,40,5,1,0,0,267,17,0,92,50,2,0,0,2,0,0,0,1,9,664,2,0,15,0,0,0,1,0,9,0,2,0,0,0,0,0,31,0,1
"23","Australia-Other","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/Australia-Other/Torres Strait Spanish mackerel stock assessment with data to June 2021.pdf",200,16,32,2,0,1,0,15,6,0,0,50,1,0,0,0,226,122,0,0,63,0,0,0,3,5,0,0,14,10,879,0,3,0,0,0,3,0,0,0,0,0,0,7,1,0,0,5,0,0
"24","Australia-Queensland","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/Australia-Queensland/Barramundi Stock Assessment 2019 Final.pdf",273,21,0,0,0,0,0,1,39,0,0,39,2,0,0,0,226,167,0,0,42,1,0,0,6,1,0,0,30,2,1210,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,4,5,2,0
"25","Australia-Queensland","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/Australia-Queensland/Black teatfish stock assessment 2021.pdf",138,6,5,0,0,1,0,9,3,0,0,33,1,0,0,0,46,25,0,0,5,1,0,0,0,0,0,0,0,1,375,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"26","Australia-Queensland","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/Australia-Queensland/blue swimmer crab stock assessment report 2020.pdf",308,31,5,0,0,0,0,12,9,0,0,32,1,1,0,0,75,106,0,0,19,7,0,0,0,2,0,0,9,0,463,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,6,6,0,0
"27","Australia-Queensland","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/Australia-Queensland/BWF_StockAssessmentReport_2019_FINAL.pdf",193,19,29,0,0,2,0,30,8,0,0,67,4,1,0,0,116,99,0,7,13,0,0,0,0,0,0,0,44,1,1549,0,3,0,0,0,0,1,0,138,0,9,0,0,49,0,4,19,1,0
"28","Australia-Queensland","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/Australia-Queensland/Common coral trout stock assessment 2020.pdf",63,17,11,1,0,0,0,14,3,0,0,12,1,1,0,0,48,88,0,0,12,1,0,0,0,3,1,0,2,0,508,0,0,0,0,0,0,3,4,1,0,0,1,2,0,0,5,7,0,0
"29","Australia-Queensland","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/Australia-Queensland/Eastern king prawn stock assessment report 2020.pdf",82,32,28,0,0,0,0,6,5,0,0,42,2,11,0,0,131,49,0,4,38,1,0,0,0,0,0,0,39,4,432,0,6,0,0,0,0,0,0,39,0,0,3,0,0,0,0,5,0,0
"30","Australia-Queensland","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/Australia-Queensland/Grey_mackerel_stock_assessment_report_2019_final.pdf",102,3,1,0,0,0,0,21,5,0,0,39,0,0,0,0,72,139,0,0,21,0,0,0,0,0,0,0,28,0,528,0,12,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0
"31","Australia-Queensland","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/Australia-Queensland/King threadfin stock assessment 2020.pdf",132,30,40,0,0,0,0,33,1,0,0,35,15,1,0,0,148,138,0,7,59,0,0,0,5,1,5,0,12,3,1066,1,0,0,0,0,0,0,4,0,0,0,0,9,0,0,1,5,0,1
"32","Australia-Queensland","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/Australia-Queensland/Mudcrab Catch-MSY Final.pdf",256,6,0,0,0,0,0,8,0,0,0,2,0,0,0,0,57,52,0,0,0,2,0,0,0,0,0,0,31,1,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"33","Australia-Queensland","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/Australia-Queensland/Mullet_stock_assessment_report_2018.pdf",108,4,5,0,0,0,0,3,19,0,0,27,0,0,0,0,133,72,0,1,26,0,0,0,16,0,0,0,20,0,439,0,9,0,0,0,1,0,6,0,0,0,0,6,0,0,0,17,5,0
"34","Australia-Queensland","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/Australia-Queensland/redthroat emperor stock assessment report 2020.pdf",72,12,9,3,0,0,0,13,4,0,0,25,2,0,0,0,59,82,0,3,14,1,0,0,0,3,1,0,2,0,618,0,0,0,0,0,0,0,3,0,0,0,1,3,0,0,3,14,0,0
"35","Australia-Queensland","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/Australia-Queensland/Saddletail snapper stock assessment report 2021.pdf",142,13,29,1,0,0,0,18,4,0,0,19,2,0,0,0,111,123,0,2,36,0,0,0,20,4,0,0,0,2,694,0,0,0,0,0,0,1,2,3,0,0,0,3,2,0,2,30,0,0
"36","Australia-Queensland","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/Australia-Queensland/SnapperStockAssessment2018V3.pdf",99,40,17,0,0,0,0,9,23,0,0,19,0,1,0,0,374,142,0,2,73,10,0,0,3,0,0,0,21,11,1101,0,2,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0
"37","Australia-Queensland","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/Australia-Queensland/Spanish mackerel EC stock assessment report 2021.pdf",167,24,63,2,0,0,0,37,34,0,0,50,11,0,0,0,191,100,0,0,42,1,0,0,3,1,0,0,6,4,904,0,4,0,0,0,1,0,2,0,0,0,0,1,1,0,11,6,0,0
"38","Australia-Queensland","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/Australia-Queensland/Spanish mackerel GOC stock assessment report 2019.pdf",65,5,16,8,0,0,0,17,14,0,0,31,0,1,0,0,79,102,0,0,24,0,0,0,0,0,0,0,8,1,461,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0
"39","Australia-Queensland","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/Australia-Queensland/Stock assessment of Queensland east coast crimson snapper.pdf",132,23,74,5,0,0,0,23,4,0,1,19,2,0,0,0,97,150,0,0,22,6,0,0,0,5,0,0,5,0,769,0,0,0,0,0,0,1,3,2,0,0,0,4,0,0,0,9,0,0
"40","Australia-Queensland","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/Australia-Queensland/Stock assessment of Queensland red emperor 2022.pdf",179,22,96,8,0,0,0,36,4,0,0,21,2,0,0,0,196,169,0,0,35,4,0,0,0,34,0,0,22,0,1474,0,0,0,0,0,0,1,3,1,0,1,0,4,0,0,0,11,0,0
"41","Australia-Queensland","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/Australia-Queensland/Stock assessment of the Queensland ballots saucer scallop_2022ed..pdf",91,15,35,1,0,0,0,16,11,0,0,30,2,0,0,0,160,73,0,11,46,2,0,0,1,0,0,0,5,3,552,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"42","Australia-Queensland","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/Australia-Queensland/stout whiting stock assessment report 2021.pdf",97,10,20,3,0,0,0,28,2,0,0,4,3,0,0,0,126,79,0,0,36,0,0,0,1,0,0,0,14,0,375,0,0,0,0,0,0,0,6,3,0,0,0,2,3,0,4,1,0,0
"43","Australia-Queensland","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/Australia-Queensland/Tailor stock assessment report 2020.pdf",142,13,61,0,0,1,0,4,25,0,0,100,0,1,0,0,88,138,0,0,22,0,0,0,0,4,0,0,26,7,598,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,3,0,0
"44","Australia-Queensland","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/Australia-Queensland/Tiger prawn stock assessment report 2020.pdf",126,11,4,1,0,2,0,8,4,0,0,60,3,3,0,0,113,59,0,0,33,0,0,0,1,0,0,0,39,8,355,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"45","Australia-Queensland","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/Australia-Queensland/White teatfish stock assessment 2021.pdf",78,7,15,0,0,1,0,13,4,0,0,37,3,1,0,0,73,32,0,0,17,0,0,0,0,0,0,0,2,0,319,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"46","ICES","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/ICES/01_WGNSSK_Report_2019.pdf",1388,255,590,575,18,4,0,0,3,0,0,514,29,41,0,2,1319,169,8,114,12,2,0,0,1512,0,38,0,820,37,7235,0,83,3,0,0,428,7,13,17,0,0,4,14,0,0,8,47,0,21
"47","ICES","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/ICES/ices2023_WKBCOD_report_2023.pdf",379,38,165,162,0,0,0,0,0,0,0,176,3,6,0,0,334,15,0,5,2,0,0,0,396,0,0,0,136,14,1970,0,0,0,0,0,36,3,2,0,0,0,1,13,0,0,1,0,0,12
"48","ICES","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/ICES/WKBALTCOD2_2019.pdf",350,80,67,83,0,7,0,0,0,0,0,78,0,0,0,0,274,71,0,50,0,0,0,0,85,0,0,0,23,38,2235,0,1,0,0,0,15,4,19,21,0,0,2,7,1,0,1,16,0,1
"49","ICES","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/ICES/WKBBALTPEL_2023_final_report.pdf",455,44,176,178,0,8,0,1,1,0,0,120,2,7,0,0,295,6,0,7,0,1,0,0,126,0,59,0,409,45,3276,0,0,0,0,0,215,0,0,3,0,0,0,5,0,0,7,12,1,20
"50","ICES","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/ICES/wkdem_2020.pdf",155,8,60,54,0,4,0,0,0,0,0,37,0,3,0,0,173,3,0,2,0,0,0,0,80,0,0,0,48,10,1039,0,0,0,0,0,32,1,1,0,0,0,0,5,0,0,0,0,0,5
"51","ICES","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/ICES/WKFlatNSCS_2020.pdf",649,108,131,131,0,0,0,4,0,0,0,132,11,4,0,0,423,1,0,8,2,36,0,0,3357,0,2,0,388,6,4302,0,1,0,0,0,206,1,2,2,0,0,0,69,0,0,0,99,0,19
"52","ICES","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/ICES/WKMSYSPiCT_2021.pdf",555,72,7,3,1,0,0,1,0,0,0,13,0,1,0,0,328,14,0,244,0,0,0,0,254,0,0,0,311,37,1933,0,0,0,0,0,133,2,10,2,0,0,0,0,0,0,0,8,0,1
"53","ICES","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/ICES/WKSPRAT_2018_Report.pdf",39,23,17,18,0,1,0,0,0,0,0,43,1,3,0,1,53,6,0,5,0,2,0,0,5,0,1,0,3,8,572,0,6,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,1
"54","NOAA-AFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-AFSC/BSAIatf.pdf",21,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,31,4,0,1,0,0,0,0,0,0,0,0,0,1,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
"55","NOAA-AFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-AFSC/BSAIatka.pdf",351,39,66,3,1,0,0,4,0,0,1,58,9,1,0,0,151,32,2,42,0,0,0,0,6,2,1,0,7,27,1198,0,1,4,0,0,0,1,1,5,0,0,0,31,0,0,5,4,0,1
"56","NOAA-AFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-AFSC/BSAIocto.pdf",67,17,0,0,0,1,0,0,0,0,0,5,0,0,0,0,84,10,0,1,1,1,0,0,1,0,0,0,2,6,488,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0
"57","NOAA-AFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-AFSC/BSAIoflat (8).pdf",78,16,0,0,0,0,0,0,0,0,0,6,0,0,0,0,31,7,0,1,0,0,0,0,0,0,0,0,0,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"58","NOAA-AFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-AFSC/BSAIorock (5).pdf",103,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,71,6,0,3,0,0,0,0,0,0,0,0,0,8,335,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"59","NOAA-AFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-AFSC/BSAIpop.pdf",12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
"60","NOAA-AFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-AFSC/BSAIrocksole.pdf",131,38,24,11,0,0,0,1,0,0,0,95,2,1,0,1,32,20,0,2,0,4,0,0,0,0,0,0,24,4,559,0,0,0,0,0,2,1,1,1,0,0,0,50,0,0,4,28,0,1
"61","NOAA-AFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-AFSC/BSAIrougheye (2).pdf",209,39,26,20,0,0,0,0,0,0,0,65,3,0,0,0,101,33,1,18,0,0,0,0,0,0,0,0,5,10,720,2,0,3,0,0,0,0,23,0,0,0,2,18,0,0,1,0,0,1
"62","NOAA-AFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-AFSC/BSAIskate.pdf",23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,8,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"63","NOAA-AFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-AFSC/EBSpcod.pdf",664,129,197,8,0,2,0,8,0,1,1,135,12,15,3,1,183,74,2,217,6,5,0,0,9,11,8,0,14,29,4007,0,0,46,0,0,2,1,3,0,0,0,82,54,0,0,12,0,0,0
"64","NOAA-AFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-AFSC/EBSPollock.pdf",319,52,80,8,1,1,0,3,0,0,0,89,14,4,0,0,186,31,1,23,0,0,0,0,1,10,7,0,23,24,1364,0,2,5,0,0,3,21,3,5,0,0,0,33,0,0,9,11,0,0
"65","NOAA-AFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-AFSC/GOAdeepflat.pdf",151,10,26,12,0,1,0,4,0,0,0,43,11,0,0,0,42,16,0,4,0,0,0,0,0,0,2,0,5,8,707,0,0,0,0,0,0,0,25,0,0,0,0,11,0,0,3,6,0,0
"66","NOAA-AFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-AFSC/GOAskate (9).pdf",102,18,0,0,0,0,0,0,0,0,0,6,0,0,0,0,43,23,0,12,0,0,0,0,0,0,0,0,0,1,569,0,0,2,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0
"67","NOAA-AFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-AFSC/PIRKC.pdf",233,22,2,2,0,0,0,1,0,0,0,21,0,0,0,0,27,6,0,1,0,0,0,0,1,5,1,0,10,10,373,0,0,0,0,0,0,1,10,1,0,0,7,0,0,0,0,20,0,0
"68","NOAA-AFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-AFSC/sablefish.pdf",446,137,183,98,0,23,0,7,0,0,0,257,5,13,0,0,269,53,4,112,11,2,0,2,16,2,1,0,9,27,2910,0,1,1,0,0,0,0,13,1,0,0,2,43,1,0,23,13,0,4
"69","NOAA-AFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-AFSC/SAFE_snow.pdf",356,14,2,0,19,0,0,4,1,0,0,32,4,4,0,0,76,14,0,2,0,1,0,0,0,30,0,0,14,5,738,0,5,3,0,0,3,2,6,0,0,2,63,0,0,0,0,30,0,0
"70","NOAA-NEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-NEFSC/2020_FLD_GMGB_RPT.pdf",18,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,13,0,0,0,0,0,0,0,3,0,0,0,6,0,62,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"71","NOAA-NEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-NEFSC/2020_FLW_GM_RPT_Update_report_08_26_095440 (1).pdf",22,3,2,2,0,0,0,0,0,0,0,1,0,1,0,0,13,0,2,0,0,0,0,0,5,0,0,0,1,0,107,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"72","NOAA-NEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-NEFSC/2020_Herring_Unit_Report.pdf",11,2,5,8,0,0,0,0,0,0,0,12,3,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,1,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
"73","NOAA-NEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-NEFSC/2020_HKR_SNEMA_RPT.pdf",18,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,4,0,0,0,5,0,66,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"74","NOAA-NEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-NEFSC/2020_HKS_GM_RPT.pdf",13,1,2,2,0,0,0,0,0,0,0,2,0,0,0,0,12,0,0,0,0,0,0,0,2,0,0,0,1,0,64,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"75","NOAA-NEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-NEFSC/2020_scallop_unit_maindoc_rev.pdf",29,3,7,8,0,0,0,0,0,0,0,5,1,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,12,0,45,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
"76","NOAA-NEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-NEFSC/2021_COD_GB_REPORT_ver3.pdf",16,0,2,3,0,0,0,0,0,0,0,1,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,1,0,50,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
