"ID","Region","File_Path","biomass|b","abundance","spawning biomass|sb","spawning stock biomass|ssb","mature biomass","spawners","effective spawning output","unfished","virgin","initial equilibrium","unfished equilibrium","recruitment","recruits","recruit","age 0 fish","age 1 fish","catch","harvest","total removals","catch per unit effort|cpue","catch rate","index of abundance","catch per effort","fishing success","landings","retained catch","spawner per recruit|spr","spawning potential ratio","maximum sustainable yield|msy","instantaneous total mortality rate|z","fishing mortality|f","instantaneous fishing mortality rate","harvest rate","exploitation rate","finite fishing mortality","apical f","fishing mortality at maximum sustainable yield|fmsy","mass","length composition","length frequency","length observation","size frequency","size composition","age composition","age frequency","age observation","projection","sex","gender","plus group"
"11","NOAA-AFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-AFSC/EBSPollock.pdf",0.1,0.02,0.03,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0.06,0.01,0,0.01,0,0,0,0,0,0,0,0,0.01,0.01,0.44,0,0,0,0,0,0,0.01,0,0,0,0,0,0.01,0,0,0,0,0,0
"12","NOAA-AFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-AFSC/GOAdeepflat.pdf",0.12,0.01,0.02,0.01,0,0,0,0,0,0,0,0.03,0.01,0,0,0,0.03,0.01,0,0,0,0,0,0,0,0,0,0,0,0.01,0.57,0,0,0,0,0,0,0,0.02,0,0,0,0,0.01,0,0,0,0,0,0
"13","NOAA-AFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-AFSC/GOAskate (9).pdf",0.12,0.02,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0.05,0.03,0,0.01,0,0,0,0,0,0,0,0,0,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14","NOAA-AFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-AFSC/PIRKC.pdf",0.33,0.03,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0.04,0.01,0,0,0,0,0,0,0,0.01,0,0,0.01,0.01,0.53,0,0,0,0,0,0,0,0.01,0,0,0,0.01,0,0,0,0,0.03,0,0
"15","NOAA-AFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-AFSC/sablefish.pdf",0.08,0.03,0.03,0.02,0,0,0,0,0,0,0,0.05,0,0,0,0,0.05,0.01,0,0.02,0,0,0,0,0,0,0,0,0,0.01,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0
"16","NOAA-AFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-AFSC/SAFE_snow.pdf",0.3,0.01,0,0,0.02,0,0,0,0,0,0,0.03,0,0,0,0,0.06,0.01,0,0,0,0,0,0,0,0.03,0,0,0.01,0,0.62,0,0,0,0,0,0,0,0.01,0,0,0,0.05,0,0,0,0,0.03,0,0
"17","NOAA-NEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-NEFSC/2020_FLD_GMGB_RPT.pdf",0.18,0,0.02,0.02,0,0,0,0,0,0,0,0.01,0,0,0,0,0.13,0,0,0,0,0,0,0,0.03,0,0,0,0.06,0,0.64,0,0,0.06,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0
"18","NOAA-NEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-NEFSC/2020_FLW_GM_RPT_Update_report_08_26_095440 (1).pdf",0.22,0.03,0.02,0.02,0,0,0,0,0,0,0,0.01,0,0.01,0,0,0.13,0,0.02,0,0,0,0,0,0.05,0,0,0,0.01,0,1.08,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19","NOAA-NEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-NEFSC/2020_Herring_Unit_Report.pdf",0.1,0.02,0.05,0.08,0,0,0,0,0,0,0,0.11,0.03,0,0,0,0.09,0.02,0,0,0,0,0,0,0,0,0,0,0.01,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0
"20","NOAA-NEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-NEFSC/2020_HKR_SNEMA_RPT.pdf",0.18,0,0.02,0.02,0,0,0,0,0,0,0,0.01,0,0,0,0,0.09,0,0,0,0,0,0,0,0.04,0,0,0,0.05,0,0.67,0,0,0.06,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0
"21","NOAA-NEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-NEFSC/2020_HKS_GM_RPT.pdf",0.15,0.01,0.02,0.02,0,0,0,0,0,0,0,0.02,0,0,0,0,0.14,0,0,0,0,0,0,0,0.02,0,0,0,0.01,0,0.72,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22","NOAA-NEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-NEFSC/2020_scallop_unit_maindoc_rev.pdf",0.31,0.03,0.07,0.08,0,0,0,0,0,0,0,0.05,0.01,0,0,0,0.02,0,0,0,0,0,0,0,0.03,0,0,0,0.13,0,0.48,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0
"23","NOAA-NEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-NEFSC/2021_COD_GB_REPORT_ver3.pdf",0.18,0,0.02,0.03,0,0,0,0,0,0,0,0.01,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.57,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24","NOAA-NEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-NEFSC/2021_scup_MTA_report.pdf",0.26,0.03,0.08,0.14,0,0,0,0,0,0,0,0.08,0,0.01,0,0,0.1,0,0,0.01,0,0,0,0,0.07,0,0,0,0.11,0,0.53,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0.01,0,0,0
"25","NOAA-NEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-NEFSC/2021_summer_flounder_MTA_report.pdf",0.33,0.01,0.13,0.18,0,0,0,0,0,0,0,0.1,0,0.03,0,0,0.09,0,0,0,0,0,0,0,0.06,0,0,0,0.11,0,0.55,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0.02,0,0,0
"26","NOAA-NEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-NEFSC/4d_SkateAssessmentUpdate_July_2020.pdf",0.18,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0.01,0,0,0,0.05,0,0.5,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0
"27","NOAA-NEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-NEFSC/Bluefish_2021_Assesssment_Update_v4.pdf",0.22,0.01,0.11,0.16,0,0,0,0,0,0,0,0.12,0,0.01,0,0,0.1,0,0,0,0,0,0,0,0.09,0,0,0,0.11,0,0.42,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0.01,0,0,0
"28","NOAA-NEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-NEFSC/crd0609a.pdf",0.12,0.02,0.02,0.03,0,0,0,0,0,0,0,0.02,0.01,0,0,0,0.03,0,0,0,0,0,0,0,0.08,0,0,0,0.01,0.01,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29","NOAA-NEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-NEFSC/Georges_Bank_Winter_Flounder_Update_2020_09_18_111359.pdf",0.21,0.03,0.1,0.13,0,0,0,0,0,0,0,0.03,0.02,0,0,0.03,0.11,0.01,0,0,0,0,0,0,0.03,0,0,0,0.03,0,0.79,0,0,0,0,0,0.01,0,0.01,0,0,0,0,0.01,0,0,0.01,0,0,0
"30","NOAA-NEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-NEFSC/Golden_Tile_Assessment_MT2021_2.pdf",0.2,0.02,0.12,0.17,0,0,0,0,0,0,0,0.07,0,0.01,0,0,0.06,0,0,0.1,0,0.01,0,0,0.14,0,0,0,0.14,0,0.54,0,0,0,0,0,0.07,0,0,0.02,0,0,0.02,0,0,0,0.01,0,0,0
"31","NOAA-NEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-NEFSC/noaa_24818_DS1.pdf",0.19,0.02,0,0.02,0,0,0,0,0,0,0,0.01,0.02,0,0,0,0.13,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0.55,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"32","NOAA-NEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-NEFSC/TSR_EGB_Haddock_2021_meeting_draft.pdf",0.16,0.01,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0.07,0,0,0,0,0,0,0,0.03,0,0,0,0,0.02,0.32,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0
"33","NOAA-NWFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-NWFSC/2011Dick3.pdf",0.03,0.01,0,0,0,0,0,0.01,0,0,0,0.01,0,0,0,0,0.06,0.01,0,0.01,0,0,0,0,0.03,0,0.01,0,0.02,0,0.31,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0
"34","NOAA-NWFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-NWFSC/agenda-item-h-5-attachment-9-2.pdf",0.08,0.03,0.01,0,0,0,0,0.02,0,0,0,0.02,0,0,0,0,0.05,0.01,0,0,0,0,0,0,0.03,0,0.01,0,0.01,0.01,0.48,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0
"35","NOAA-NWFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-NWFSC/Blue-Deacon_Assessment_2017_Final.pdf",0.04,0.02,0,0,0,0,0,0.01,0,0,0,0.02,0,0,0,0,0.06,0.01,0,0.02,0,0,0,0,0.03,0,0.01,0,0.01,0.01,0.47,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0
"36","NOAA-NWFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-NWFSC/c-6-attachment-1-full-assessment-electronic-only-status-of-lingcod-ophiodon-elongatus-along-the-northern-u-s-west-coast-in-2021.pdf",0.04,0.01,0.02,0.01,0,0,0,0.02,0,0,0,0.01,0,0,0,0,0.05,0,0,0.01,0,0,0,0,0.05,0,0.01,0,0.01,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0
"37","NOAA-NWFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-NWFSC/Cabezon-2019_FINAL.pdf",0.08,0.01,0.03,0,0,0,0,0.01,0,0,0,0.05,0,0,0,0,0.06,0.01,0,0.01,0,0,0,0,0.02,0,0.02,0,0.01,0,0.39,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0
"38","NOAA-NWFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-NWFSC/California Scorpionfish.pdf",0.04,0.02,0.02,0,0,0,0,0.01,0,0,0,0.03,0,0,0,0,0.08,0.01,0,0.01,0,0.01,0,0,0.01,0.01,0.01,0,0,0.01,0.46,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0.01,0,0
"39","NOAA-NWFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-NWFSC/dover_sole_december_2021_final.pdf",0.08,0.02,0.04,0,0,0,0,0.03,0,0,0,0.02,0,0,0,0,0.02,0.01,0,0,0,0.01,0,0,0.03,0,0.01,0,0.01,0,0.49,0,0,0,0,0,0,0,0.01,0,0,0,0,0.01,0,0,0,0.02,0,0
"40","NOAA-NWFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-NWFSC/g-5-attachment-3-draft-full-assessment-of-status-of-the-pacific-spiny-dogfish-shark-resource-off-the-continental-u-s-pacific-coast-in-2021-electronic-only.pdf",0.02,0.01,0,0,0,0,0,0.02,0,0,0,0.02,0,0,0,0,0.08,0.01,0,0,0,0,0,0,0.05,0,0.02,0,0.01,0,0.64,0,0,0.01,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
"41","NOAA-NWFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-NWFSC/Gopher_BlackandYellow_Assessment_2019-1.pdf",0.04,0.02,0,0,0,0,0,0.01,0,0,0,0.04,0,0,0,0,0.1,0.01,0,0,0,0.01,0,0,0.04,0,0.01,0,0,0,0.54,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0
"42","NOAA-NWFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-NWFSC/hake-assessment-post-srg-final_20210303.pdf",0.09,0.01,0.05,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0.08,0.02,0,0,0,0,0,0,0.01,0,0.01,0,0.01,0,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"43","NOAA-NWFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-NWFSC/Longnose skate 2019_FINAL.pdf",0.07,0.01,0.03,0,0,0,0,0.01,0,0,0,0.02,0,0,0,0,0.08,0,0,0,0,0,0,0,0.07,0,0.02,0,0.01,0,0.52,0,0,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
"44","NOAA-NWFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-NWFSC/PacificOceanPerch2017_Assessment_Final.pdf",0.03,0.02,0,0,0,0,0,0.01,0,0,0,0.03,0,0,0,0,0.04,0.01,0,0.01,0,0.01,0,0,0.03,0,0.01,0,0,0,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0
"45","NOAA-NWFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-NWFSC/sablefish_20191022.pdf",0.07,0.02,0.02,0,0,0,0,0.01,0,0,0,0.08,0,0,0,0,0.05,0.01,0,0,0,0,0,0,0.02,0,0.01,0,0,0.01,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"46","NOAA-NWFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-NWFSC/WidowAssessment2015.pdf",0.03,0,0.02,0,0,0,0,0.01,0,0,0,0.02,0,0,0,0,0.02,0,0,0,0,0,0,0,0.05,0,0.01,0,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"47","NOAA-NWFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-NWFSC/Yelloweye rockfish 2017.pdf",0.04,0.02,0,0,0,0,0,0.01,0,0,0,0.03,0.01,0,0,0,0.07,0,0,0.01,0,0,0,0,0.02,0,0.02,0,0.01,0,0.5,0,0,0,0,0,0,0,0.01,0,0,0,0,0.01,0,0,0,0,0,0
"48","NOAA-NWFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-NWFSC/Yellowtail rockfish 2017.pdf",0.04,0.02,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0.05,0.01,0,0.01,0,0,0,0,0.02,0,0.01,0,0,0,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49","NOAA-PIFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-PIFSC/NMFS-PIFSC-60.pdf",0.08,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0.09,0,0,0.01,0.45,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0
"50","NOAA-PIFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-PIFSC/noaa_17252_DS1.pdf",0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0.03,0,0.08,0,0,0,0,0,0,0,0,0.07,0,0.5,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51","NOAA-PIFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-PIFSC/noaa_20062_DS1.pdf",0.11,0.03,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0.11,0.01,0,0.01,0.5,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0
"52","NOAA-PIFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-PIFSC/noaa_21164_DS1.pdf",0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0.08,0,0.07,0,0,0,0,0,0,0,0,0.19,0,0.56,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0
"53","NOAA-PIFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-PIFSC/SA-WP-06-[SP-alb-assessment] Rev 1.pdf",0.12,0,0.07,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0.05,0,0,0.04,0,0,0,0,0,0,0,0,0.04,0.01,0.65,0,0,0,0,0,0.01,0,0,0.01,0,0,0.01,0,0,0,0,0,0,0
"54","NOAA-PIFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-PIFSC/SC14-SA-WP-08 Silky shark stock assessment (1).pdf",0.05,0.02,0.01,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0.1,0,0,0.1,0.02,0,0,0,0,0,0,0,0.01,0.01,0.48,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0.01,0,0
"55","NOAA-PIFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-PIFSC/SC15-SA-WP-05 SKJ-Assessment REV2 (1).pdf",0.15,0.01,0.09,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0.03,0,0,0.04,0,0,0,0,0,0,0,0,0.04,0,0.71,0,0,0,0,0,0.02,0,0.02,0.01,0,0,0,0,0,0,0,0,0,0
"56","NOAA-PIFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-PIFSC/SC15-SA-WP-06 Oceanic whitetip shark_assessment.pdf",0.08,0.01,0.06,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0.12,0,0,0.03,0,0,0,0,0,0,0,0,0.05,0,0.62,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0
"57","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/05.-Traditional-Interim-assessment-report-RS-002-1.pdf",0.02,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0.02,0,0,0,0.01,0,0,0,0,0,0,0,0.01,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"58","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/08b.-SEDAR61_2021IA_Final.pdf",0.01,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.04,0,0,0,0.05,0,0,0.03,0,0,0,0,0,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0
"59","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/2019_WHM_SA_ENG.pdf",0.08,0,0,0.01,0,0,0,0,0,0,0,0.01,0,0,0,0,0.06,0,0,0.04,0,0,0,0,0.01,0,0,0,0.09,0.01,0.56,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0
"60","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/2020_ALB_ENG.pdf",0.3,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0.09,0,0,0,0,0,0,0,0,0.07,0.03,0.44,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0
"61","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/2021_WBFT_SA_ENG.pdf",0.12,0.02,0.03,0.03,0,0,0,0.01,0,0.01,0,0.07,0,0,0,0,0.03,0,0,0.01,0,0,0,0,0,0,0,0,0,0.02,0.37,0,0,0,0,0,0,0,0.01,0,0,0,0.01,0,0,0,0.01,0,0,0
"62","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/Atl_Blacknose_SAR.pdf",0.07,0.03,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.06,0,0,0.04,0,0,0,0,0.02,0,0,0,0.04,0,0.56,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0.01,0,0,0
"63","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/B-8a-Gray_triggerfish_interim_9102020.pdf",0.03,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0.03,0,0,0,0.02,0,0,0.03,0,0,0,0,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0
"64","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/Dusky_update_report_2016.pdf",0.05,0.04,0,0,0,0,0,0.01,0.02,0,0.01,0.03,0,0.01,0,0,0.03,0,0.01,0.01,0,0,0,0,0.01,0,0,0,0.07,0,0.64,0,0,0,0,0.01,0.04,0,0,0,0,0,0,0,0,0,0.01,0,0,0
"65","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/KGM_GOM_SA_08282020_final-revision_3.pdf",0.15,0.02,0.04,0.08,0,0,0,0.01,0.02,0,0,0.04,0,0,0,0,0.03,0.01,0,0.01,0,0.01,0,0,0.09,0.02,0,0,0.01,0,0.73,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0.01,0,0
"66","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/S23_SAR_complete_and_final.pdf",0.08,0.02,0.02,0.03,0,0,0,0,0,0,0,0.01,0,0,0,0,0.03,0.02,0,0,0,0,0,0,0.05,0,0.07,0,0.01,0.01,0.7,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.01,0,0,0
