"ID","Region","File_Path","biomass|b|abundance","spawning biomass|sb|spawning stock biomass|ssb|mature biomass|spawners|effective spawning output","unfished|virgin|initial equilibrium|unfished equilibrium","recruitment","recruits|recruit|age 0 fish|age 1 fish","catch|harvest|total removals","catch per unit effort|cpue|catch rate|index of abundance|catch per effort|fishing success","landings|retained catch","spawner per recruit|spawning potential ratio|spr","maximum sustainable yield|msy","instantaneous total mortality rate|z","fishing mortality|f|instantaneous fishing mortality rate|harvest rate|exploitation rate|finite fishing mortality|apical f","fishing mortality at maximum sustainable yield|fmsy","mass","length composition|length frequency|length observation|size frequency|size composition","age composition|age frequency|age observation","projection","sex|gender","plus group"
"32","NOAA-NEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-NEFSC/TSR_EGB_Haddock_2021_meeting_draft.pdf",0.68,0.01,0,0.01,0.01,0.12,0,0.03,0,0,0.02,1.09,0,0,0.01,0,0,0,0
"33","NOAA-NWFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-NWFSC/2011Dick3.pdf",0.6,0.03,0.01,0.01,0.01,0.07,0.01,0.03,0.01,0.02,0,1.41,0,0,0.03,0,0,0.01,0
"34","NOAA-NWFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-NWFSC/agenda-item-h-5-attachment-9-2.pdf",1.12,0.02,0.03,0.02,0.03,0.08,0.01,0.03,0.01,0.01,0.01,1.88,0,0,0.01,0,0,0,0
"35","NOAA-NWFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-NWFSC/Blue-Deacon_Assessment_2017_Final.pdf",1.24,0.01,0.01,0.02,0.02,0.1,0.03,0.04,0.01,0.01,0.01,2.12,0,0,0.01,0.01,0,0.01,0
"36","NOAA-NWFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-NWFSC/c-6-attachment-1-full-assessment-electronic-only-status-of-lingcod-ophiodon-elongatus-along-the-northern-u-s-west-coast-in-2021.pdf",0.94,0.02,0.02,0.01,0.02,0.07,0.02,0.05,0.01,0.01,0,2,0,0,0.01,0.01,0,0.14,0
"37","NOAA-NWFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-NWFSC/Cabezon-2019_FINAL.pdf",1.13,0.05,0.01,0.05,0.06,0.09,0.02,0.02,0.03,0.01,0,1.91,0,0,0.02,0.01,0,0.01,0
"38","NOAA-NWFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-NWFSC/California Scorpionfish.pdf",0.97,0.02,0.01,0.03,0.03,0.12,0.02,0.03,0.01,0,0.01,2.26,0,0,0.03,0,0,0.02,0
"39","NOAA-NWFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-NWFSC/dover_sole_december_2021_final.pdf",1.04,0.05,0.03,0.02,0.03,0.06,0.01,0.03,0.01,0.01,0,1.94,0,0,0.02,0.01,0,0.04,0
"40","NOAA-NWFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-NWFSC/g-5-attachment-3-draft-full-assessment-of-status-of-the-pacific-spiny-dogfish-shark-resource-off-the-continental-u-s-pacific-coast-in-2021-electronic-only.pdf",1.04,0.02,0.02,0.02,0.04,0.15,0,0.06,0.02,0.01,0,2.43,0,0,0.03,0.01,0,0.01,0
"41","NOAA-NWFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-NWFSC/Gopher_BlackandYellow_Assessment_2019-1.pdf",1.12,0.01,0.01,0.04,0.05,0.13,0.02,0.05,0.01,0,0,2.2,0,0,0.03,0.01,0,0,0
"42","NOAA-NWFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-NWFSC/hake-assessment-post-srg-final_20210303.pdf",0.92,0.05,0,0.04,0.05,0.12,0.01,0.01,0.02,0.01,0,1.5,0,0,0,0.01,0,0,0
"43","NOAA-NWFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-NWFSC/Longnose skate 2019_FINAL.pdf",1.09,0.05,0.01,0.02,0.03,0.13,0.01,0.07,0.02,0.01,0,1.93,0,0,0.03,0.01,0,0.01,0
"44","NOAA-NWFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-NWFSC/PacificOceanPerch2017_Assessment_Final.pdf",0.95,0.01,0.02,0.03,0.04,0.08,0.02,0.03,0.01,0,0,2.1,0,0,0.01,0.01,0,0.01,0
"45","NOAA-NWFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-NWFSC/sablefish_20191022.pdf",1.22,0.03,0.01,0.08,0.11,0.08,0.01,0.02,0.01,0,0.01,2.18,0,0,0.01,0,0,0.01,0
"46","NOAA-NWFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-NWFSC/WidowAssessment2015.pdf",0.51,0.02,0.01,0.02,0.03,0.05,0,0.05,0.01,0,0,1.19,0,0,0.01,0.01,0,0.01,0
"47","NOAA-NWFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-NWFSC/Yelloweye rockfish 2017.pdf",0.92,0.02,0.01,0.03,0.05,0.12,0.02,0.02,0.02,0.01,0,2.25,0,0,0.03,0.02,0,0.01,0
"48","NOAA-NWFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-NWFSC/Yellowtail rockfish 2017.pdf",0.9,0,0.01,0.01,0.03,0.07,0.01,0.02,0.01,0,0,1.96,0,0,0.01,0,0,0.01,0
"49","NOAA-PIFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-PIFSC/NMFS-PIFSC-60.pdf",1.14,0.01,0,0,0.01,0.23,0,0,0.1,0,0.01,1.76,0,0,0.01,0,0,0,0
"50","NOAA-PIFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-PIFSC/noaa_17252_DS1.pdf",1.17,0,0,0,0,0.2,0.18,0,0,0.07,0,2.02,0,0,0,0,0,0,0
"51","NOAA-PIFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-PIFSC/noaa_20062_DS1.pdf",1.31,0.01,0,0.01,0.01,0.2,0,0,0.12,0,0.01,1.99,0,0,0.01,0,0,0,0
"52","NOAA-PIFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-PIFSC/noaa_21164_DS1.pdf",1.4,0,0,0,0,0.23,0.07,0,0,0.19,0,2.23,0,0,0,0,0.01,0,0
"53","NOAA-PIFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-PIFSC/SA-WP-06-[SP-alb-assessment] Rev 1.pdf",1.08,0.08,0,0.06,0.06,0.08,0.04,0,0,0.04,0.01,2.4,0.01,0,0.03,0,0,0,0
"54","NOAA-PIFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-PIFSC/SC14-SA-WP-08 Silky shark stock assessment (1).pdf",1.05,0.02,0,0.02,0.02,0.14,0.14,0,0,0.01,0.01,1.98,0,0,0.02,0,0,0.01,0
"55","NOAA-PIFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-PIFSC/SC15-SA-WP-05 SKJ-Assessment REV2 (1).pdf",0.92,0.11,0,0.03,0.04,0.07,0.04,0,0,0.04,0,2.29,0.02,0,0.03,0,0,0,0
"56","NOAA-PIFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-PIFSC/SC15-SA-WP-06 Oceanic whitetip shark_assessment.pdf",1.23,0.16,0,0.02,0.02,0.18,0.05,0,0,0.05,0,1.65,0.02,0,0,0,0,0.01,0
"57","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/05.-Traditional-Interim-assessment-report-RS-002-1.pdf",1,0,0,0,0,0.16,0.03,0,0,0,0.01,1.89,0,0,0,0,0,0,0
"58","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/08b.-SEDAR61_2021IA_Final.pdf",1,0,0,0,0,0.18,0.05,0.04,0,0,0,2.03,0,0,0,0,0.01,0,0
"59","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/2019_WHM_SA_ENG.pdf",1.09,0.02,0.01,0.01,0.01,0.11,0.06,0.01,0,0.09,0.01,1.65,0.04,0,0,0,0.01,0.01,0
"60","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/2020_ALB_ENG.pdf",1.58,0,0,0,0,0.08,0.11,0,0,0.07,0.03,1.54,0.03,0,0,0,0,0.01,0
"61","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/2021_WBFT_SA_ENG.pdf",1.17,0.04,0.02,0.07,0.09,0.05,0.01,0,0,0,0.02,1.57,0,0,0.02,0,0.01,0,0
"62","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/Atl_Blacknose_SAR.pdf",1.25,0.01,0.01,0,0.01,0.09,0.05,0.02,0,0.04,0,1.9,0.03,0,0,0,0.01,0,0
"63","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/B-8a-Gray_triggerfish_interim_9102020.pdf",1.25,0,0,0,0,0.17,0.02,0.03,0,0,0,1.96,0,0,0,0,0.01,0,0
"64","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/Dusky_update_report_2016.pdf",1.1,0.01,0.03,0.03,0.04,0.07,0.01,0.01,0,0.07,0,2.05,0.04,0,0.01,0,0.01,0,0
"65","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/KGM_GOM_SA_08282020_final-revision_3.pdf",0.93,0.11,0.03,0.04,0.06,0.05,0.02,0.11,0,0.01,0,1.95,0,0,0.03,0,0,0.01,0
"66","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/S23_SAR_complete_and_final.pdf",1,0.05,0,0.01,0.01,0.07,0,0.05,0.07,0.01,0.01,2.06,0.01,0,0,0,0.01,0,0
"67","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/S28UpdateSAR_V2.pdf",1.07,0.07,0.02,0.04,0.07,0.03,0.02,0.06,0.01,0,0,2.14,0,0,0.03,0.02,0,0,0
"68","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/S34_ATSH_SAR.pdf",0.92,0,0.01,0.01,0.01,0.08,0.02,0.01,0,0.07,0,1.82,0.05,0,0,0,0.03,0,0
"69","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/S51_FINAL_SAR_0.pdf",0.78,0.02,0,0.01,0.02,0.03,0.01,0.06,0.01,0.01,0.01,2.15,0,0,0.02,0,0,0,0
"70","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/S52_Final_SAR_v2.pdf",0.52,0.02,0,0.02,0.04,0.02,0.01,0.02,0.01,0.01,0.02,1.69,0,0,0.01,0.02,0,0,0
"71","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/S57_Final_SAR.pdf",1.31,0.01,0.03,0.01,0.03,0.04,0.01,0.07,0.01,0.02,0.02,1.68,0.01,0,0.04,0,0,0.01,0
"72","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/S64_SAR_FINAL.pdf",0.83,0.04,0.01,0.02,0.03,0.03,0.02,0.05,0.01,0.01,0.01,1.63,0,0,0.02,0,0,0.01,0
"73","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/S67_Final_SAR.pdf",0.91,0.05,0.01,0.03,0.05,0.05,0.03,0.04,0.01,0.02,0.01,1.94,0.01,0,0.01,0.02,0,0,0
"74","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/S72_SAR_FINAL.pdf",0.94,0.09,0.01,0.02,0.03,0.04,0.02,0.05,0,0.01,0.02,2.21,0.01,0,0.05,0.02,0,0.01,0
"75","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/SA BSB 2018.pdf",1.15,0.06,0,0.02,0.04,0.03,0.01,0.05,0,0.08,0,1.39,0.04,0,0.01,0.01,0.01,0,0
"76","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/SEDAR_60_SA_Red_Porgy_SAR_4.9.2020.pdf",0.94,0.08,0,0.02,0.05,0.03,0.01,0.06,0.01,0.09,0,1.63,0.04,0,0.01,0.01,0.01,0,0
"77","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/SEDAR65_FullSAR_12.8.2020_V3.pdf",1.26,0.01,0.01,0.02,0.03,0.07,0.02,0.02,0,0.05,0.01,1.68,0.04,0,0.03,0,0.02,0.01,0
"78","NOAA-SEFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SEFSC/SMA_ASS_ENG.pdf",1.32,0.01,0,0.01,0.02,0.18,0.07,0.01,0,0.22,0.01,1.8,0.04,0,0.02,0,0,0.01,0
"79","NOAA-SWFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SWFSC/agenda-item-d-3.pdf",0.96,0.03,0,0.03,0.05,0.07,0.01,0.02,0.01,0,0.01,1.63,0,0,0,0.02,0,0.01,0
"80","NOAA-SWFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SWFSC/SAC-11-07-MTG_Yellowfin tuna benchmark assessment 2019.pdf",1.1,0.05,0.01,0.03,0.04,0.11,0.04,0.01,0,0.03,0,2.2,0.01,0,0.02,0,0,0,0
"81","NOAA-SWFSC","C:/Users/bai.li/Documents/GitHub/fishdictionary/StockAssessment/NOAA-SWFSC/SC14-SA-WP-11 ISC18 Shortfin Mako Stock Assessment.pdf",0.94,0,0.04,0.05,0.07,0.16,0.08,0,0.02,0.06,0.01,2.2,0,0,0.02,0,0,0.02,0
"Sum",NA,NA,88.9,3.57,0.5,2.12,3.07,9.09,1.77,2.14,0.61,2.37,0.41,156.29,0.77,0.01,0.98,0.41,0.46,0.55,0
